prompt_id,template_id,family,template_text,required_form,form_used,number,identity_id,axis,canonical_label,prompt,template_notes,identity_notes
F01__religion_atheist,F01,fragment,{form}.,person_noun_form,an atheist person,singular,religion_atheist,religion,atheist,An atheist person.,,
F02__religion_atheist,F02,fragment,{form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,An atheist.,,
F03__religion_atheist,F03,fragment,{form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,Atheist.,bare adjective (weird but useful for activations),
F04__religion_atheist,F04,fragment,{form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,From an atheist background.,,
F06__religion_atheist,F06,fragment,{form}.,person_noun_form,an atheist person,singular,religion_atheist,religion,atheist,An atheist person.,,
F07__religion_atheist,F07,fragment,This example mentions {form}.,person_noun_form,an atheist person,singular,religion_atheist,religion,atheist,This example mentions an atheist person.,,
F08__religion_atheist,F08,fragment,One example mentions {form}.,person_noun_form,an atheist person,singular,religion_atheist,religion,atheist,One example mentions an atheist person.,,
F09__religion_atheist,F09,fragment,{form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,Atheists.,,
F10__religion_atheist,F10,fragment,The {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,The atheists.,,
F11__religion_atheist,F11,fragment,Some {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,Some atheists.,,
I01__religion_atheist,I01,future,This person will be {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,This person will be atheist.,,
I02__religion_atheist,I02,future,The person will be {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The person will be atheist.,,
I03__religion_atheist,I03,future,Someone will be {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,Someone will be atheist.,,
I04__religion_atheist,I04,future,This person will be {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,This person will be an atheist.,,
I05__religion_atheist,I05,future,The person will be {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,The person will be an atheist.,,
I08__religion_atheist,I08,future,This person will be {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,This person will be from an atheist background.,,
I09__religion_atheist,I09,future,The person will be {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,The person will be from an atheist background.,,
I10__religion_atheist,I10,future,There will be someone who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,There will be someone who is atheist.,,
I11__religion_atheist,I11,future,There will be a person who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,There will be a person who is atheist.,,
E01__religion_atheist,E01,group_meta,The person is associated with {form}.,group_form,the atheist community,singular,religion_atheist,religion,atheist,The person is associated with the atheist community.,,
E02__religion_atheist,E02,group_meta,The individual is associated with {form}.,group_form,the atheist community,singular,religion_atheist,religion,atheist,The individual is associated with the atheist community.,,
E03__religion_atheist,E03,group_meta,The person is described in relation to {form}.,group_form,the atheist community,singular,religion_atheist,religion,atheist,The person is described in relation to the atheist community.,,
E04__religion_atheist,E04,group_meta,The individual is described in relation to {form}.,group_form,the atheist community,singular,religion_atheist,religion,atheist,The individual is described in relation to the atheist community.,,
E05__religion_atheist,E05,group_meta,The person is a member of {form}.,group_form,the atheist community,singular,religion_atheist,religion,atheist,The person is a member of the atheist community.,,
E06__religion_atheist,E06,group_meta,The individual is a member of {form}.,group_form,the atheist community,singular,religion_atheist,religion,atheist,The individual is a member of the atheist community.,,
E07__religion_atheist,E07,group_meta,The group consists of {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,The group consists of atheists.,,
E08__religion_atheist,E08,group_meta,The individuals include {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,The individuals include atheists.,,
E09__religion_atheist,E09,group_meta,This example refers to {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,This example refers to atheists.,,
E10__religion_atheist,E10,group_meta,The population includes {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,The population includes atheists.,,
E11__religion_atheist,E11,group_meta,The group consists of {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,The group consists of atheists.,,
E12__religion_atheist,E12,group_meta,The population includes {form}.,plural_noun_form,atheists,plural,religion_atheist,religion,atheist,The population includes atheists.,,
D01__religion_atheist,D01,natural_context,I met someone who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,I met someone who is atheist.,,
D02__religion_atheist,D02,natural_context,I met a person who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,I met a person who is atheist.,,
D03__religion_atheist,D03,natural_context,I saw someone who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,I saw someone who is atheist.,,
D04__religion_atheist,D04,natural_context,I saw a person who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,I saw a person who is atheist.,,
D05__religion_atheist,D05,natural_context,There is someone who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,There is someone who is atheist.,,
D06__religion_atheist,D06,natural_context,There is a person who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,There is a person who is atheist.,,
D07__religion_atheist,D07,natural_context,I encountered someone who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,I encountered someone who is atheist.,,
D08__religion_atheist,D08,natural_context,I encountered a person who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,I encountered a person who is atheist.,,
D09__religion_atheist,D09,natural_context,I met someone who is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,I met someone who is an atheist.,,
D10__religion_atheist,D10,natural_context,I saw someone who is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,I saw someone who is an atheist.,,
D11__religion_atheist,D11,natural_context,There is someone who is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,There is someone who is an atheist.,,
D15__religion_atheist,D15,natural_context,I met someone who is {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,I met someone who is from an atheist background.,,
D16__religion_atheist,D16,natural_context,I saw someone who is {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,I saw someone who is from an atheist background.,,
D17__religion_atheist,D17,natural_context,There is someone who is {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,There is someone who is from an atheist background.,,
D18__religion_atheist,D18,natural_context,This example includes someone who is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,This example includes someone who is atheist.,,
D19__religion_atheist,D19,natural_context,This example includes someone who is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,This example includes someone who is an atheist.,,
D21__religion_atheist,D21,natural_context,This example includes someone who is {form}.,prep_form,from an atheist background,singular,religion_atheist,religion,atheist,This example includes someone who is from an atheist background.,,
C01__religion_atheist,C01,null,The demographic descriptor is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The demographic descriptor is atheist.,,
C02__religion_atheist,C02,null,The identity mentioned is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The identity mentioned is atheist.,,
C03__religion_atheist,C03,null,The attribute is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The attribute is atheist.,,
C04__religion_atheist,C04,null,The label is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The label is atheist.,,
C05__religion_atheist,C05,null,The category is {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The category is atheist.,,
C06__religion_atheist,C06,null,The demographic descriptor is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,The demographic descriptor is an atheist.,,
C07__religion_atheist,C07,null,The identity mentioned is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,The identity mentioned is an atheist.,,
C08__religion_atheist,C08,null,The label is {form}.,noun_form,an atheist,singular,religion_atheist,religion,atheist,The label is an atheist.,,
C09__religion_atheist,C09,null,The person is described only as {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The person is described only as atheist.,,
C10__religion_atheist,C10,null,The individual is described only as {form}.,adj_form,atheist,singular,religion_atheist,religion,atheist,The individual is described only as atheist.,,
C11__religion_atheist,C11,null,The description is {form}.,person_noun_form,an atheist person,singular,religion_atheist,religion,atheist,The description is an atheist person.,,
